"function evaluation" "noise-free fitness - Fopt (7.948000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
25 +8.298742767e+01 +8.298742767e+01 +3.987427665e+00 +3.987427665e+00 -2.3943e+00 -2.8210e+00 +1.5873e+00 +1.7424e+00 -8.3355e-01 -1.5343e+00 -1.5074e+00 +3.8695e+00 -6.4362e-01 -1.3567e-03 -2.5607e+00 -3.2445e+00 -9.3515e-01 -3.2071e+00 -2.9354e+00 -1.3305e+00 +3.4441e+00 -9.0108e-01 -1.8174e+00 +2.5636e+00
"function evaluation" "noise-free fitness - Fopt (-4.133000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +2.392594405e+02 +2.392594405e+02 +1.979294405e+02 +1.979294405e+02 -3.2880e+00 -3.8898e+00 +1.6837e-01 -5.8148e-01 +1.9477e-01 -3.9589e+00 -1.3041e+00 +2.6127e+00 +2.9578e+00 -7.5472e-01 -3.6930e-01 -6.1993e-01 -5.3117e-01 -1.0599e+00 -2.7810e+00 +2.5538e-01 +3.9187e+00 +1.8068e+00 -3.0055e+00 -3.3408e+00
6 +1.497104793e+02 +1.497104793e+02 +1.083804793e+02 +1.083804793e+02 +1.6293e+00 -1.3749e+00 -8.6006e-01 -3.9580e+00 +1.4262e+00 +5.1950e-01 -2.0458e-01 +2.1967e+00 -6.5709e-01 +1.7407e-01 +2.4748e+00 +4.9175e-02 -7.4028e-01 +8.5564e-01 +5.9414e-01 +1.0021e+00 -2.4221e-01 -2.0666e+00 +2.3206e+00 -2.5855e+00
107 +4.099677529e+01 +4.099677529e+01 -3.332247125e-01 -3.332247125e-01 -1.3281e+00 -8.1832e-02 -3.7602e+00 -3.4306e+00 +2.4086e+00 -1.9593e+00 -1.4645e+00 -3.8041e+00 -1.2937e+00 +1.7710e+00 -6.7918e-01 +1.6472e+00 +1.1577e+00 -2.3370e+00 -7.5846e-01 -3.0038e+00 -9.8823e-01 -2.3508e+00 +2.1627e+00 -2.1537e+00
"function evaluation" "noise-free fitness - Fopt (2.127500000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +1.590583731e+02 +1.590583731e+02 +3.718083731e+02 +3.718083731e+02 +6.5543e-01 -3.0942e+00 -3.2249e+00 -3.0613e+00 -2.3765e+00 -5.7246e-01 +3.8529e+00 +2.3752e+00 +1.7879e+00 +3.7719e+00 +3.3035e+00 -2.7283e+00 +1.7050e+00 +3.3703e+00 +1.1534e+00 -3.6927e+00 -2.6852e+00 -1.5861e+00 -2.8354e+00 -2.6185e-01
33 +1.151539212e+02 +1.151539212e+02 +3.279039212e+02 +3.279039212e+02 -4.3966e-01 -1.3423e+00 +2.4369e+00 +1.2217e-01 +8.1809e-01 +1.0637e+00 +6.1591e-01 +4.1996e-02 -3.1777e-01 +1.7262e+00 +3.1899e+00 +2.0927e+00 +3.4206e-02 +1.3986e+00 +9.6213e-02 +1.6787e+00 -3.7396e+00 +2.0047e+00 +2.2332e-01 -2.9569e-01
316 +9.663192269e+01 +9.663192269e+01 +3.093819227e+02 +3.093819227e+02 -3.8895e+00 -1.5414e+00 -3.6358e+00 -2.0603e+00 -2.9310e+00 -2.1817e+00 -5.1033e-01 -1.3500e+00 +9.0138e-01 +5.3822e-01 -2.7247e+00 -1.8314e+00 -1.0799e+00 +8.9282e-01 +3.5980e+00 +2.9085e-01 +5.4611e-01 -3.7380e-01 -3.8462e-01 +2.1990e+00
"function evaluation" "noise-free fitness - Fopt (6.480000000000e+00)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +1.969225271e+02 +1.969225271e+02 +2.034025271e+02 +2.034025271e+02 -2.4140e+00 -3.4947e+00 +3.5949e+00 -3.9232e+00 -2.5286e+00 +1.5560e-01 -1.8481e+00 +3.5786e-01 -2.1466e+00 +2.9002e+00 +6.1048e-01 +3.1878e+00 +3.5172e+00 -6.4408e-01 -1.1135e+00 -2.5839e+00 -1.7332e+00 +3.2463e+00 +2.7967e+00 -3.0743e+00
5 +1.103277667e+02 +1.103277667e+02 +1.168077667e+02 +1.168077667e+02 +3.7602e+00 +2.2199e+00 -1.3368e+00 +1.1456e+00 -2.5094e+00 -3.6488e+00 +2.3123e+00 -3.4301e+00 +2.6475e-01 -2.5944e+00 +1.7316e+00 -6.3479e-02 -1.3506e+00 +2.6932e-01 -4.0106e-01 -3.0515e+00 -1.4001e+00 +2.6755e-01 -2.4607e-01 +3.4280e+00
20 +9.040251026e+01 +9.040251026e+01 +9.688251026e+01 +9.688251026e+01 +3.8615e+00 -2.7742e+00 -3.9614e+00 +2.1592e+00 +1.4276e+00 +1.6851e+00 -3.8165e+00 +3.7236e-01 -1.7208e+00 +1.3285e+00 +3.0151e+00 +1.4264e+00 +5.5043e-01 +3.6077e+00 -1.3813e+00 +2.1677e-01 +3.4059e+00 +1.6027e+00 -1.5947e+00 -2.0910e+00
"function evaluation" "noise-free fitness - Fopt (-2.995100000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +1.493252983e+02 +1.493252983e+02 -1.501847017e+02 -1.501847017e+02 +3.8943e+00 +1.4363e+00 +2.8530e+00 -6.2724e-01 -1.1883e+00 +6.3991e-01 -1.7481e-01 +1.6610e+00 +3.4290e+00 -1.5732e+00 -6.0165e-01 -3.9523e+00 +3.5359e+00 +4.8838e-01 -2.6991e-01 -3.9535e+00 +3.1299e+00 -1.8701e+00 -3.2501e+00 -5.1976e-01
232 +9.674473919e+01 +9.674473919e+01 -2.027652608e+02 -2.027652608e+02 -2.9885e+00 +9.7853e-01 -6.7752e-01 +3.1879e+00 -1.1549e+00 -1.8712e+00 -1.8033e+00 +2.9352e+00 -3.2601e+00 -3.5576e+00 -1.3657e+00 -3.1078e+00 +3.9630e+00 +3.2485e+00 +3.4159e+00 -2.0818e+00 +2.3619e+00 +3.6650e-01 +1.3360e+00 +1.8232e+00
"function evaluation" "noise-free fitness - Fopt (1.653000000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +2.836772302e+02 +2.836772302e+02 +4.489772302e+02 +4.489772302e+02 +3.5668e+00 +3.7376e+00 +3.3456e+00 -3.6167e+00 -1.6299e-01 +2.2514e+00 +3.4141e+00 -3.4719e+00 -3.1178e+00 -2.1540e+00 -1.1308e+00 -1.4206e+00 +3.4685e+00 -2.7133e-02 -1.1826e+00 -2.8884e+00 +3.7643e+00 -3.7494e+00 -2.2348e+00 +3.2322e+00
